U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
1,Morning,Tuesday,Spring,18-24,Male,South,6-10 purchases,Mobile,0.6,0.6743338423019527,1
2,Afternoon,Tuesday,Winter,35-44,Male,East,No purchases,Mobile,0.15,0.4553399988655513,1
1,Night,Sunday,Fall,35-44,Male,North,No purchases,Mobile,0.85,0.6097604798648166,0
3,Afternoon,Thursday,Spring,35-44,Female,South,10+ purchases,Mobile,0.7,0.7698730456375366,1
1,Afternoon,Tuesday,Spring,25-34,Female,North,1-5 purchases,Mobile,0.65,0.6565034612731666,1
1,Morning,Friday,Summer,25-34,Female,East,No purchases,Desktop,0.6,0.5061158473352365,0
1,Evening,Sunday,Winter,35-44,Female,North,6-10 purchases,Mobile,1.0,0.733586501538265,1
4,Night,Sunday,Summer,18-24,Male,South,No purchases,Tablet,1.0,0.7078148370587332,0
1,Night,Friday,Winter,18-24,Female,East,1-5 purchases,Mobile,0.35,0.5420568124646554,1
3,Evening,Monday,Summer,55+,Male,North,1-5 purchases,Desktop,0.55,0.7022667230208817,1
3,Afternoon,Wednesday,Summer,25-34,Female,North,6-10 purchases,Desktop,0.45,0.6997474816013188,0
1,Morning,Monday,Fall,25-34,Male,North,10+ purchases,Mobile,0.15,0.6064276789009684,1
2,Afternoon,Tuesday,Summer,45-54,Male,West,6-10 purchases,Desktop,0.65,0.5975731425182075,1
1,Afternoon,Monday,Summer,25-34,Female,West,6-10 purchases,Mobile,1.0,0.6827030737625212,0
1,Evening,Tuesday,Fall,18-24,Male,West,10+ purchases,Mobile,0.45,0.6705709199045587,0
1,Afternoon,Saturday,Fall,25-34,Male,South,1-5 purchases,Desktop,0.3,0.48725063946252045,0
2,Morning,Sunday,Fall,18-24,Male,North,No purchases,Desktop,0.45,0.5373670306584202,0
2,Night,Sunday,Fall,18-24,Male,West,1-5 purchases,Mobile,0.95,0.6544118488573698,0
1,Morning,Monday,Fall,55+,Female,East,1-5 purchases,Mobile,0.05,0.4800850602080178,0
1,Afternoon,Thursday,Spring,25-34,Female,South,No purchases,Tablet,0.3,0.3647617753809127,0
3,Afternoon,Saturday,Winter,55+,Male,South,6-10 purchases,Desktop,0.2,0.5065712050764936,0
3,Afternoon,Saturday,Fall,35-44,Female,North,6-10 purchases,Desktop,0.85,0.7314186570696574,0
3,Night,Friday,Winter,55+,Female,East,6-10 purchases,Mobile,0.15,0.5972476423796745,0
3,Evening,Monday,Winter,45-54,Female,North,6-10 purchases,Desktop,0.9,0.7340003917630863,1
1,Morning,Thursday,Winter,25-34,Male,South,6-10 purchases,Mobile,0.25,0.5261062375956558,1
3,Evening,Sunday,Fall,35-44,Female,West,10+ purchases,Desktop,0.6,0.6975960031561267,1
2,Afternoon,Sunday,Summer,18-24,Female,South,1-5 purchases,Mobile,0.5,0.7032038854869761,0
4,Afternoon,Wednesday,Summer,18-24,Male,North,No purchases,Tablet,0.5,0.6715079061482844,1
4,Afternoon,Sunday,Winter,35-44,Male,West,No purchases,Mobile,0.65,0.6769654188775925,0
2,Evening,Tuesday,Winter,35-44,Female,West,1-5 purchases,Tablet,0.9,0.5714291867996223,1
1,Morning,Tuesday,Winter,18-24,Male,North,6-10 purchases,Mobile,0.35,0.5792299389539471,1
3,Evening,Thursday,Winter,35-44,Female,West,10+ purchases,Tablet,0.7,0.6249858795753882,1
3,Afternoon,Sunday,Fall,18-24,Female,East,10+ purchases,Desktop,0.4,0.7328501715304323,1
4,Evening,Friday,Winter,18-24,Female,North,No purchases,Desktop,0.6,0.6716175336123079,1
3,Afternoon,Monday,Spring,35-44,Female,North,10+ purchases,Desktop,0.5,0.7269561607892665,1
1,Morning,Friday,Summer,25-34,Female,South,10+ purchases,Mobile,0.35,0.6329192596936397,1
3,Evening,Friday,Spring,45-54,Male,South,10+ purchases,Tablet,0.75,0.7734033269841295,1
2,Morning,Sunday,Winter,35-44,Male,East,No purchases,Tablet,0.9,0.5619932588826009,0
4,Evening,Monday,Spring,18-24,Female,South,No purchases,Desktop,0.35,0.6512089312864534,0
2,Evening,Saturday,Summer,25-34,Male,East,1-5 purchases,Desktop,0.5,0.6576336321424225,1
3,Afternoon,Thursday,Spring,55+,Female,North,6-10 purchases,Desktop,0.05,0.529608110329786,0
4,Evening,Tuesday,Summer,45-54,Male,North,No purchases,Tablet,0.3,0.6106439862198703,1
3,Night,Saturday,Winter,35-44,Female,South,No purchases,Desktop,0.2,0.41165537201065555,1
4,Afternoon,Thursday,Fall,25-34,Female,West,No purchases,Mobile,0.25,0.5108573221773073,0
1,Morning,Sunday,Summer,18-24,Female,West,6-10 purchases,Desktop,0.35,0.5629760406024953,1
4,Night,Tuesday,Summer,35-44,Male,West,No purchases,Desktop,0.65,0.6039328705761136,0
1,Afternoon,Friday,Spring,18-24,Female,North,10+ purchases,Mobile,0.6,0.6867963371506075,1
1,Evening,Monday,Winter,18-24,Female,West,6-10 purchases,Desktop,0.25,0.47041629158205184,0
1,Evening,Monday,Winter,55+,Male,East,10+ purchases,Mobile,0.65,0.7078464998164822,0
3,Morning,Monday,Winter,35-44,Female,East,1-5 purchases,Mobile,0.4,0.6012750809669731,1
1,Afternoon,Saturday,Winter,35-44,Female,West,10+ purchases,Mobile,0.2,0.5003957936120585,1
3,Morning,Tuesday,Summer,35-44,Female,North,6-10 purchases,Mobile,0.75,0.7940901980117434,1
4,Afternoon,Tuesday,Summer,55+,Male,West,No purchases,Desktop,0.05,0.4703107602416364,1
1,Night,Thursday,Spring,18-24,Male,North,10+ purchases,Mobile,0.9,0.7919804727637703,0
2,Afternoon,Sunday,Fall,25-34,Male,East,No purchases,Mobile,0.55,0.6439133110497502,1
2,Night,Sunday,Summer,35-44,Male,South,1-5 purchases,Tablet,1.0,0.6526559205197667,0
2,Night,Thursday,Winter,35-44,Male,South,No purchases,Mobile,0.6,0.5186367028008381,1
2,Morning,Thursday,Fall,45-54,Male,East,No purchases,Desktop,0.45,0.46344571519912175,1
4,Morning,Monday,Summer,18-24,Male,West,No purchases,Tablet,0.15,0.5004024433241959,0
3,Morning,Wednesday,Spring,25-34,Female,North,10+ purchases,Mobile,0.5,0.7404543099205368,1
2,Night,Sunday,Spring,25-34,Male,West,No purchases,Desktop,0.2,0.43618435315683984,0
3,Night,Monday,Spring,35-44,Female,South,10+ purchases,Mobile,0.9,0.7781252353996158,1
3,Morning,Tuesday,Summer,18-24,Male,South,6-10 purchases,Tablet,0.95,0.7183449934014708,1
3,Evening,Thursday,Winter,25-34,Male,North,6-10 purchases,Tablet,0.75,0.723741960073829,1
4,Evening,Monday,Summer,25-34,Female,North,No purchases,Desktop,0.55,0.7566784557678505,0
3,Evening,Sunday,Spring,45-54,Female,East,No purchases,Mobile,0.45,0.691853160876278,1
2,Evening,Tuesday,Summer,18-24,Male,South,1-5 purchases,Mobile,0.8,0.7252254210912734,1
3,Evening,Friday,Summer,55+,Female,North,1-5 purchases,Desktop,0.6,0.6984839486249477,1
2,Evening,Thursday,Summer,45-54,Male,South,6-10 purchases,Desktop,0.3,0.6270140952572506,1
2,Night,Tuesday,Winter,25-34,Male,North,No purchases,Desktop,0.2,0.4186921746850765,0
2,Night,Saturday,Fall,18-24,Female,West,1-5 purchases,Mobile,0.75,0.6071659204369502,0
1,Night,Friday,Spring,18-24,Male,West,10+ purchases,Tablet,0.65,0.5556035206482093,0
2,Morning,Monday,Fall,45-54,Male,South,6-10 purchases,Desktop,0.1,0.45699737793540474,0
2,Evening,Saturday,Summer,18-24,Female,West,No purchases,Mobile,1.0,0.6870279170401109,1
3,Night,Thursday,Fall,25-34,Female,North,10+ purchases,Desktop,0.65,0.6850236377777049,1
2,Evening,Saturday,Winter,35-44,Male,South,No purchases,Mobile,0.9,0.6491407287926336,1
1,Night,Sunday,Winter,35-44,Female,East,1-5 purchases,Mobile,0.75,0.5915383353817136,0
2,Evening,Saturday,Fall,18-24,Male,North,1-5 purchases,Desktop,0.9,0.7081917778121491,0
3,Night,Thursday,Spring,45-54,Female,North,6-10 purchases,Tablet,0.6,0.5838808500864203,0
2,Afternoon,Saturday,Summer,35-44,Male,South,6-10 purchases,Mobile,0.8,0.7532482807878877,1
2,Morning,Wednesday,Winter,25-34,Male,South,10+ purchases,Desktop,0.9,0.6245135094519344,0
3,Afternoon,Wednesday,Fall,35-44,Female,North,10+ purchases,Desktop,0.45,0.7235853472758697,1
3,Morning,Sunday,Winter,55+,Female,North,1-5 purchases,Desktop,0.5,0.5400209595100021,0
4,Morning,Thursday,Spring,35-44,Male,East,No purchases,Mobile,0.05,0.6147234692748463,1
3,Morning,Friday,Summer,45-54,Female,South,10+ purchases,Tablet,0.8,0.6737993743626861,1
3,Afternoon,Wednesday,Summer,25-34,Female,East,10+ purchases,Desktop,0.65,0.7720858186290909,1
2,Evening,Monday,Spring,35-44,Female,West,10+ purchases,Desktop,0.7,0.6980041550355992,0
3,Afternoon,Sunday,Spring,45-54,Female,East,6-10 purchases,Mobile,0.45,0.7463795896776024,0
4,Morning,Tuesday,Fall,45-54,Male,North,No purchases,Mobile,0.7,0.6947862519723272,1
3,Evening,Friday,Spring,45-54,Female,South,10+ purchases,Desktop,0.65,0.7599267176646465,1
4,Afternoon,Saturday,Summer,45-54,Male,East,No purchases,Mobile,0.55,0.7509715497606664,1
2,Afternoon,Sunday,Spring,25-34,Male,North,1-5 purchases,Mobile,1.0,0.7543993082318837,0
1,Afternoon,Wednesday,Fall,18-24,Male,South,1-5 purchases,Desktop,0.9,0.6139005346251696,0
3,Morning,Thursday,Summer,35-44,Male,South,6-10 purchases,Desktop,0.45,0.6821472060633904,1
2,Morning,Thursday,Fall,18-24,Female,North,6-10 purchases,Desktop,0.65,0.6188685933193926,1
3,Afternoon,Monday,Spring,45-54,Female,East,6-10 purchases,Desktop,0.7,0.6981484992683036,1
4,Night,Friday,Winter,25-34,Female,South,1-5 purchases,Tablet,0.7,0.57986215315023,0
1,Night,Thursday,Spring,18-24,Male,South,No purchases,Mobile,0.6,0.5742148151251019,0
3,Morning,Tuesday,Spring,35-44,Female,East,6-10 purchases,Desktop,0.75,0.6961701544436,1
3,Morning,Monday,Spring,55+,Male,West,1-5 purchases,Desktop,0.5,0.5322274053566408,1
1,Afternoon,Monday,Fall,55+,Female,East,10+ purchases,Mobile,0.15,0.5336242785204602,0
4,Evening,Monday,Winter,18-24,Male,West,No purchases,Desktop,0.3,0.5835467584923298,1
1,Night,Wednesday,Spring,18-24,Female,East,6-10 purchases,Mobile,0.65,0.6988590267750572,1
1,Night,Thursday,Summer,25-34,Female,West,6-10 purchases,Mobile,0.2,0.5197860959096626,1
2,Morning,Monday,Winter,25-34,Female,North,1-5 purchases,Mobile,0.6,0.6134731281543012,0
4,Afternoon,Thursday,Winter,18-24,Female,East,No purchases,Tablet,0.55,0.5826940445826956,1
3,Night,Sunday,Summer,45-54,Male,North,10+ purchases,Desktop,0.45,0.7472219001432642,1
4,Night,Thursday,Winter,18-24,Male,South,No purchases,Mobile,0.4,0.634771495873008,1
1,Afternoon,Sunday,Fall,25-34,Male,South,6-10 purchases,Mobile,0.85,0.7126083405612632,1
2,Afternoon,Saturday,Winter,18-24,Female,North,1-5 purchases,Mobile,0.65,0.6442460567431062,1
1,Afternoon,Wednesday,Summer,18-24,Male,South,1-5 purchases,Desktop,0.3,0.5400066802316604,0
1,Evening,Friday,Winter,25-34,Male,West,6-10 purchases,Mobile,0.55,0.6229883869889289,0
3,Morning,Sunday,Summer,25-34,Female,West,10+ purchases,Tablet,0.6,0.6405295200711241,1
3,Afternoon,Sunday,Winter,55+,Female,West,10+ purchases,Mobile,0.25,0.6301367963647305,0
2,Night,Saturday,Fall,25-34,Female,South,No purchases,Mobile,0.6,0.5367723066170811,1
3,Afternoon,Friday,Winter,18-24,Male,West,10+ purchases,Desktop,0.85,0.7782017765527072,1
2,Night,Monday,Winter,35-44,Male,East,1-5 purchases,Mobile,0.15,0.5487990424446256,1
2,Morning,Tuesday,Winter,18-24,Female,South,1-5 purchases,Mobile,0.2,0.4689687359777354,0
1,Afternoon,Friday,Summer,35-44,Male,South,10+ purchases,Mobile,0.45,0.6847384969785293,1
2,Morning,Wednesday,Summer,35-44,Female,West,No purchases,Mobile,0.05,0.406198449194722,0
4,Afternoon,Tuesday,Winter,25-34,Female,East,No purchases,Desktop,0.5,0.5755254389707435,1
4,Morning,Tuesday,Summer,18-24,Male,East,No purchases,Desktop,0.4,0.6009127927182343,0
3,Night,Thursday,Summer,45-54,Female,East,1-5 purchases,Desktop,1.0,0.704326780888966,1
2,Afternoon,Tuesday,Fall,35-44,Female,East,1-5 purchases,Desktop,1.0,0.6419248299635795,1
3,Afternoon,Saturday,Summer,18-24,Female,West,6-10 purchases,Mobile,0.2,0.69251073192925,1
3,Night,Wednesday,Winter,55+,Female,North,6-10 purchases,Desktop,0.4,0.5220652396287381,0
2,Afternoon,Tuesday,Fall,25-34,Male,West,1-5 purchases,Mobile,0.75,0.661116202970409,1
4,Afternoon,Tuesday,Fall,25-34,Male,South,No purchases,Mobile,0.1,0.640798864295328,0
4,Afternoon,Saturday,Summer,45-54,Male,West,No purchases,Desktop,0.55,0.6324287279819975,1
4,Night,Tuesday,Winter,25-34,Female,North,No purchases,Mobile,0.3,0.577707377010133,1
1,Night,Saturday,Summer,18-24,Male,West,1-5 purchases,Mobile,0.4,0.5754454703666708,1
3,Afternoon,Tuesday,Spring,25-34,Female,East,1-5 purchases,Desktop,0.4,0.5975826954367068,1
4,Morning,Sunday,Summer,18-24,Male,South,No purchases,Mobile,0.7,0.7749385085086818,0
2,Evening,Monday,Spring,45-54,Male,East,No purchases,Mobile,0.9,0.6907631448246884,1
2,Afternoon,Wednesday,Fall,18-24,Female,South,No purchases,Mobile,0.6,0.5651132152986761,1
4,Morning,Sunday,Winter,18-24,Male,East,No purchases,Mobile,0.4,0.6984176612458342,1
3,Night,Sunday,Winter,45-54,Female,East,10+ purchases,Desktop,1.0,0.6688118693004013,1
2,Afternoon,Tuesday,Summer,18-24,Male,East,1-5 purchases,Mobile,0.75,0.7196187402491956,0
4,Evening,Tuesday,Winter,25-34,Female,South,No purchases,Desktop,0.4,0.5879817200380107,1
2,Night,Wednesday,Summer,18-24,Female,South,No purchases,Tablet,0.6,0.5099131971992352,0
4,Night,Friday,Winter,25-34,Male,North,No purchases,Desktop,0.4,0.5533892910107254,0
1,Evening,Friday,Winter,25-34,Male,North,1-5 purchases,Mobile,0.6,0.6508369147153176,1
2,Evening,Wednesday,Winter,55+,Female,North,1-5 purchases,Mobile,0.65,0.6124782546849515,1
2,Morning,Monday,Spring,25-34,Female,East,1-5 purchases,Desktop,0.5,0.533605442447633,1
2,Morning,Friday,Summer,18-24,Female,East,6-10 purchases,Desktop,0.25,0.5735631439168193,1
3,Morning,Sunday,Spring,55+,Male,West,10+ purchases,Tablet,0.7,0.6006012178882308,1
1,Afternoon,Wednesday,Winter,35-44,Female,South,1-5 purchases,Mobile,0.8,0.5918101056332996,0
4,Afternoon,Monday,Summer,18-24,Female,North,No purchases,Desktop,0.3,0.6390670883801863,1
4,Night,Monday,Fall,18-24,Male,South,No purchases,Mobile,0.45,0.6553745972074354,1
3,Evening,Sunday,Summer,45-54,Male,North,1-5 purchases,Desktop,0.85,0.7896930239522221,1
4,Morning,Saturday,Spring,55+,Female,North,No purchases,Desktop,0.7,0.5759248002002789,1
2,Afternoon,Monday,Winter,45-54,Male,North,No purchases,Desktop,0.7,0.5470497478818626,0
2,Afternoon,Friday,Spring,35-44,Female,South,No purchases,Tablet,0.4,0.4011990648330291,1
3,Evening,Friday,Winter,25-34,Female,East,10+ purchases,Tablet,0.9,0.7456937464462604,1
1,Afternoon,Wednesday,Fall,18-24,Male,East,6-10 purchases,Mobile,0.45,0.6771408658827485,1
4,Evening,Friday,Spring,25-34,Male,East,No purchases,Desktop,0.75,0.7689059990478362,0
3,Morning,Thursday,Spring,35-44,Female,South,1-5 purchases,Desktop,0.15,0.48456696167200136,1
2,Night,Saturday,Spring,25-34,Female,South,No purchases,Desktop,0.35,0.46114937960149427,1
2,Morning,Tuesday,Spring,35-44,Male,South,1-5 purchases,Mobile,0.7,0.6212286899419524,1
2,Morning,Saturday,Fall,18-24,Female,South,1-5 purchases,Mobile,0.95,0.6872425304631887,1
2,Evening,Sunday,Fall,35-44,Male,West,No purchases,Desktop,0.85,0.5813565344459656,1
3,Afternoon,Tuesday,Winter,25-34,Female,East,10+ purchases,Desktop,0.25,0.6431680801682058,1
3,Night,Saturday,Summer,25-34,Male,North,10+ purchases,Mobile,0.45,0.803890502828634,0
2,Afternoon,Tuesday,Winter,45-54,Male,North,1-5 purchases,Mobile,0.1,0.48813013007979195,1
2,Afternoon,Tuesday,Fall,45-54,Male,West,No purchases,Desktop,0.25,0.40416194899840624,1
1,Night,Wednesday,Fall,18-24,Male,South,6-10 purchases,Mobile,0.5,0.6144312015463959,1
4,Evening,Friday,Winter,25-34,Male,East,No purchases,Tablet,1.0,0.6984533756009755,1
1,Morning,Wednesday,Spring,25-34,Male,West,10+ purchases,Tablet,0.45,0.4686354603076262,1
3,Afternoon,Sunday,Fall,25-34,Male,North,6-10 purchases,Mobile,0.65,0.7798264230875874,1
1,Afternoon,Saturday,Fall,18-24,Male,West,10+ purchases,Mobile,0.65,0.6926335932122331,1
2,Morning,Friday,Winter,35-44,Male,East,1-5 purchases,Tablet,0.05,0.40929611789999,0
2,Morning,Monday,Summer,35-44,Male,South,1-5 purchases,Mobile,0.3,0.5609078941572937,1
2,Afternoon,Sunday,Spring,35-44,Male,South,No purchases,Mobile,0.35,0.5796408453733874,1
1,Evening,Wednesday,Winter,18-24,Male,North,10+ purchases,Mobile,0.6,0.7774733993722697,0
3,Night,Monday,Spring,18-24,Female,East,1-5 purchases,Tablet,0.75,0.6275627406354184,1
3,Evening,Saturday,Spring,25-34,Female,East,10+ purchases,Desktop,0.55,0.7863129199271299,0
2,Morning,Wednesday,Winter,25-34,Female,West,6-10 purchases,Desktop,0.1,0.35461437332095236,1
4,Morning,Friday,Fall,18-24,Male,North,No purchases,Tablet,0.25,0.5684638515085698,1
1,Morning,Monday,Spring,18-24,Female,South,6-10 purchases,Mobile,0.1,0.5681522793620367,0
2,Morning,Thursday,Summer,25-34,Female,North,1-5 purchases,Desktop,0.65,0.6133407854113219,0
2,Morning,Monday,Spring,35-44,Female,South,No purchases,Desktop,0.45,0.42542712960737195,0
1,Afternoon,Saturday,Winter,18-24,Male,South,6-10 purchases,Desktop,0.4,0.5774202690532798,1
1,Afternoon,Thursday,Summer,18-24,Male,North,6-10 purchases,Mobile,0.3,0.6824792690042089,0
2,Evening,Saturday,Fall,45-54,Male,West,6-10 purchases,Desktop,0.65,0.6164152584389122,0
4,Morning,Tuesday,Winter,18-24,Male,South,No purchases,Desktop,0.9,0.6554576140301042,1
1,Morning,Tuesday,Spring,25-34,Male,North,1-5 purchases,Mobile,1.0,0.6881258775439135,0
2,Afternoon,Tuesday,Summer,18-24,Male,West,1-5 purchases,Mobile,0.1,0.5812578177131101,0
4,Night,Friday,Fall,18-24,Male,South,No purchases,Mobile,0.6,0.6945051274882151,1
3,Afternoon,Monday,Summer,45-54,Female,West,6-10 purchases,Desktop,0.25,0.5610603944755903,1
1,Morning,Tuesday,Spring,35-44,Male,South,10+ purchases,Desktop,0.45,0.6136844225855917,1
2,Morning,Sunday,Summer,18-24,Female,South,1-5 purchases,Mobile,0.75,0.6897306484889356,0
1,Night,Monday,Summer,25-34,Female,North,6-10 purchases,Mobile,0.55,0.6730304787801391,1
1,Night,Saturday,Spring,35-44,Male,East,6-10 purchases,Mobile,0.9,0.7415738864311449,1
3,Evening,Saturday,Winter,45-54,Male,North,6-10 purchases,Desktop,0.8,0.7581602506712014,1
2,Afternoon,Sunday,Spring,18-24,Female,East,No purchases,Tablet,0.85,0.5822907967070143,0
2,Afternoon,Thursday,Summer,25-34,Female,South,No purchases,Mobile,0.45,0.5823502303383162,1
1,Morning,Sunday,Spring,18-24,Female,South,6-10 purchases,Mobile,0.55,0.647700189992483,1
