P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4,target
5779.0,0.0499285012483596,0.5727841258049011,0.575186014175415,0.070773497223854,0.2415902018547058,6.779226303100586,0.7594937086105347,144300.0
2503.0,0.0026348000392317,0.5060601234436035,0.6184579133987427,0.001598099945113,0.0642201974987983,5.9846038818359375,0.4285714030265808,47700.0
320.0,0.0,0.4563232958316803,0.6937500238418579,0.0,0.4761905074119568,6.1467180252075195,0.800000011920929,17000.0
124.0,0.0,0.4456140100955963,0.6612902879714966,0.0,0.307692289352417,5.370786666870117,0.75,14999.0
947.0,0.0158785004168748,0.4798066914081573,0.7550157904624939,0.0232312995940446,0.0404624007642269,5.230132579803467,0.2857142984867096,46700.0
816.0,0.0027715999167412,0.4706208109855652,0.5968136787414551,0.0134803997352719,0.1538462042808532,6.464788913726807,0.5,34900.0
44.0,0.0,0.5740740895271301,0.7045454978942871,0.0,0.0425532013177871,5.051281929016113,0.5,28800.0
142.0,0.0,0.5314465165138245,0.6197183132171631,0.0140845002606511,0.2857142984867096,6.195876121520996,0.5,37900.0
542.0,0.0,0.4752542078495025,0.7693727016448975,0.0,0.2876712083816528,5.396751880645752,0.4761905074119568,23400.0
674.0,0.0037151998840272,0.4897832870483398,0.6513352990150452,0.3590503931045532,0.1604938060045242,5.821852684020996,0.3846153914928436,25300.0
1224.0,0.0003389999910723,0.4840677976608276,0.6756535768508911,0.0008169999928213,0.1354167014360427,6.140069007873535,0.692307710647583,31300.0
956.0,0.0008365000248886,0.4772062003612518,0.6757321953773499,0.0,0.0597014985978603,6.714953422546387,0.5,29600.0
1099.0,0.0017895000055432,0.4183965921401977,0.6706095933914185,0.0100090997293591,0.1194968968629837,5.648711681365967,0.7894737124443054,17800.0
843.0,0.0046153999865055,0.4702563881874084,0.6298931837081909,0.0118623999878764,0.0888888984918594,7.027667999267578,0.75,47500.0
11164.0,0.0289527997374534,0.5049676895141602,0.5391436815261841,0.0120029002428054,0.1732418984174728,6.307990074157715,0.6237624287605286,108400.0
247.0,0.0016529000131413,0.4809916913509369,0.6963562965393066,0.0,0.0714285969734191,5.805687427520752,1.0,14999.0
64.0,0.0,0.5,0.734375,0.15625,0.2000000029802322,6.293103218078613,0.6666666865348816,28800.0
2963.0,0.0429840981960296,0.4124278128147125,0.9719879031181335,0.360445499420166,0.0340908989310264,4.545454502105713,0.0,44400.0
122.0,0.0,0.5555555820465088,0.7459015846252441,0.0,0.0377358011901378,6.394495487213135,0.3181818127632141,86100.0
5335.0,0.0053846999071538,0.5144674181938171,0.7111527919769287,0.0596063993871212,0.1316372007131576,5.734033584594727,0.7815126180648804,24200.0
5019.0,0.0100469999015331,0.5730019211769104,0.8613269925117493,0.0193265993148088,0.6599423885345459,6.7745208740234375,0.3449782133102417,84100.0
4708.0,0.0174024999141693,0.5688881874084473,0.8092607855796814,0.0167798995971679,0.3005464076995849,6.636195659637451,0.2000000029802322,69900.0
172.0,0.0,0.4837962985038757,0.7034884095191956,0.0,0.0,6.079710006713867,0.0,24300.0
3916.0,0.0037392999511212,0.5417888164520264,0.724974513053894,0.0010214999783784,0.2000000029802322,6.790668487548828,0.2083332985639572,82100.0
4616.0,0.0606674998998642,0.4299918115139007,0.7952772974967957,0.0030328999273478,0.2312925010919571,5.522821426391602,0.470588207244873,61300.0
460.0,0.000784299976658,0.5121569037437439,0.7630435228347778,0.0,0.2857142984867096,6.563024997711182,0.25,81700.0
670.0,0.0306848995387554,0.544109582901001,0.6880596876144409,0.0074626998975872,0.1730768978595733,6.261333465576172,0.2222221940755844,169500.0
339.0,0.0,0.5049505233764648,0.6961652040481567,0.0058996998704969,0.1666667014360427,6.385213851928711,0.6666666865348816,20500.0
37.0,0.0,0.4660193920135498,0.6756756901741028,0.0,0.1666667014360427,6.1785712242126465,1.0,17500.0
202.0,0.0,0.4111348986625671,0.6435644030570984,0.0,0.3333333134651184,6.754966735839844,0.5714285969734192,15400.0
287.0,0.0013279999839141,0.4767596125602722,0.7282230257987976,0.0,0.3684211075305938,5.767857074737549,0.4285714030265808,21100.0
1076.0,0.0059919999912381,0.5559254288673401,0.7202602028846741,0.0037175000179558,0.4418604969978332,6.069421291351318,0.052631601691246,86200.0
87.0,0.0,0.4579831957817077,0.7241379022598267,0.4367815852165222,0.0,5.222222328186035,0.0,14999.0
515.0,0.001496999990195,0.4266467094421386,0.6427183747291565,0.1825242936611175,0.1099999994039535,5.443396091461182,0.5454545021057129,23600.0
1051.0,0.0035931000020354,0.3681592047214508,0.6793529987335205,0.00570880016312,0.2249999940395355,6.429577350616455,0.2222221940755844,96800.0
214.0,0.0,0.4463087022304535,0.7803738117218018,0.0046728998422622,0.1578947007656097,6.066225051879883,0.3333333134651184,23300.0
48.0,0.0,0.4634146094322204,0.7083333134651184,0.0416667014360427,0.1428571045398712,6.22857141494751,1.0,30800.0
300.0,0.0040760999545454,0.4565216898918152,0.6800000071525574,0.0033332998864352,0.2222221940755844,5.307692527770996,0.5,16900.0
740.0,0.0146687002852559,0.5695497989654541,0.7594594955444336,0.0054053999483585,0.2277227938175201,6.120481967926025,0.3478260934352875,79000.0
470.0,0.0045044999569654,0.4292148947715759,0.8127660155296326,0.0,0.0370370000600814,6.610215187072754,0.375,57200.0
879.0,0.001919399946928,0.5520154237747192,0.8100113868713379,0.0,0.1500000059604644,6.121495246887207,0.5,43400.0
286.0,0.0,0.5257732272148132,0.5909091234207153,0.0,0.125,6.2681565284729,1.0,38100.0
654.0,0.0067385002039372,0.4063341915607452,0.6330274939537048,0.0,0.1694914996623993,6.318181991577148,0.699999988079071,16600.0
954.0,0.0015431999927386,0.4347994029521942,0.6928721070289612,0.2148846983909607,0.2363636046648025,5.787735939025879,0.807692289352417,30300.0
1094.0,0.011494300328195,0.4490174055099487,0.6444240808486938,0.0018281999509781,0.2000000029802322,6.445736408233643,0.3846153914928436,19300.0
2211.0,0.0149381998926401,0.4235920011997223,0.5730438828468323,0.0049751000478863,0.1350211054086685,6.395387172698975,0.34375,41200.0
18112.0,0.0405726991593837,0.5186672806739807,0.7112411856651306,0.0098829995840787,0.1881719976663589,5.829370975494385,0.2571429014205932,163900.0
366.0,0.0,0.4818181991577148,0.7240437269210815,0.0054644998162984,0.1176470965147018,6.359861373901367,0.5,29200.0
118.0,0.0034129999112337,0.4812287092208862,0.6779661178588867,0.0084745995700359,0.1785714030265808,6.053763389587402,0.800000011920929,21300.0
45.0,0.0,0.46875,0.5777778029441833,0.0,0.0,5.317073345184326,0.0,14999.0
1775.0,0.0026755998842418,0.4926421046257019,0.458591490983963,0.0022535000462085,0.0394904017448425,4.798068523406982,0.4354839026927948,134800.0
107.0,0.0,0.3860639929771423,0.8598130941390991,0.0,0.0322581008076667,3.588235378265381,1.0,14999.0
3298.0,0.0015017000259831,0.4030982851982116,0.8741661906242371,0.0027288999408483,0.0651945024728775,4.774125576019287,0.4677419066429138,18800.0
392.0,0.0059879999607801,0.462075799703598,0.7525510191917419,0.0,0.125,5.481966972351074,0.8571429252624512,21700.0
1125.0,0.0045328000560402,0.4365411102771759,0.6755555868148804,0.0,0.2380951941013336,6.305626392364502,0.6000000238418579,23300.0
44.0,0.0520832985639572,0.3333333134651184,0.5681818127632141,0.0,0.5714285969734192,6.083333492279053,0.75,14999.0
20.0,0.0,0.3600000143051147,0.75,0.0,0.2857142984867096,6.117647171020508,1.0,14999.0
692.0,0.003802299965173,0.4915806949138641,0.7066473960876465,0.0028901998884975,0.1632653027772903,6.914712429046631,0.625,29600.0
33.0,0.0,0.4205606877803802,0.7878788113594055,0.0,0.1428571045398712,5.222222328186035,0.0,17500.0
102.0,0.0,0.4482758939266205,0.7254902124404907,0.4215686023235321,0.2000000029802322,5.634146213531494,0.6666666865348816,19400.0
231.0,0.0,0.5943059921264648,0.6753246784210205,0.004329000134021,0.2307692021131515,6.866279125213623,0.0,66800.0
287.0,0.0012483999598771,0.4681648015975952,0.7630661725997925,0.0,0.0434782989323139,6.374269008636475,1.0,36000.0
1174.0,0.0027248000260442,0.4403950870037079,0.7044293284416199,0.000851800024975,0.1263940930366516,5.797018527984619,0.6764705777168274,22800.0
4443.0,0.00748569983989,0.4231888949871063,0.6335809230804443,0.0024757999926805,0.1285140961408615,6.759483814239502,0.65625,47200.0
294.0,0.0026618998963385,0.4294587075710296,0.785714328289032,0.0,0.0740740969777107,4.609022617340088,0.25,36900.0
692.0,0.0048691001720726,0.6585513949394226,0.5404623746871948,0.0028901998884975,0.0248287990689277,5.625387191772461,0.310344785451889,117300.0
84.0,0.0,0.5296609997749329,0.761904776096344,0.0,0.0,6.327868938446045,0.0,38800.0
281.0,0.0014924999559298,0.5432835817337036,0.6939501762390137,0.0071173999458551,0.0606060996651649,6.22702693939209,0.5,38400.0
819.0,0.000401099998271,0.4608905017375946,0.7741147875785828,0.0354089997708797,0.0837695971131324,5.146969795227051,0.625,14999.0
1611.0,0.0024155001156032,0.5373054146766663,0.7063934803009033,0.0043450999073684,0.25,5.999283790588379,0.25,56000.0
132.0,0.0,0.4908136129379272,0.8106061220169067,0.0,0.2222221940755844,5.964601993560791,1.0,32300.0
212.0,0.0019341999432072,0.4332689046859741,0.6886792182922363,0.0,0.025000000372529,5.472440719604492,1.0,14999.0
3214.0,0.0015371999470517,0.4763835072517395,0.6185439229011536,0.0771623998880386,0.1231527030467987,6.108232498168945,0.6399999856948853,30700.0
124.0,0.0,0.4736841917037964,0.75,0.0,0.0,6.101010322570801,0.0,19200.0
719.0,0.0,0.4748730063438415,0.6912378072738647,0.0472879000008106,0.0602409988641738,5.8927741050720215,0.6000000238418579,27200.0
539.0,0.005672600120306,0.5575364828109741,0.6289424896240234,0.0,0.190476194024086,6.763779640197754,0.25,114600.0
244.0,0.0,0.4581080973148346,0.7540984153747559,0.0,0.0909091010689735,5.437209129333496,1.0,22000.0
825.0,0.0008945000008679,0.4865832030773163,0.7309091091156006,0.0024242000654339,0.1764705926179886,5.681647777557373,0.1666667014360427,66300.0
7477.0,0.0030801000539213,0.4801335036754608,0.6957336068153381,0.0017386999679729,0.2298506945371627,6.484451770782471,0.3766233921051025,41400.0
59.0,0.0,0.4193547964096069,0.7288135886192322,0.0,0.125,6.767857074737549,1.0,14999.0
339.0,0.0012179999612271,0.4835565984249115,0.6932153105735779,0.0,0.1807229071855545,5.570881366729736,0.8666666746139526,14999.0
1198.0,0.049837801605463,0.5485107898712158,0.8848080039024353,0.0050082998350262,0.6399999856948853,8.815584182739258,0.09375,274600.0
201.0,0.0093457996845245,0.5373831987380981,0.8756219148635864,0.0099502000957727,0.0666666999459266,6.363095283508301,0.0,40000.0
1499.0,0.0087997997179627,0.5890979766845703,0.7898598909378052,0.001334200031124,0.0406977012753486,6.675535678863525,0.4285714030265808,74500.0
8150.0,0.0040531000122427,0.4580950140953064,0.7398772835731506,0.0500613003969192,0.1605166047811508,5.722453594207764,0.431034505367279,35300.0
51.0,0.0,0.3963963985443115,0.6078431010246277,0.0,0.0,5.473684310913086,0.0,14999.0
235.0,0.0,0.4507041871547699,0.6723403930664062,0.0,0.025000000372529,5.489999771118164,1.0,14999.0
928.0,0.0033670000266283,0.5031265020370483,0.5635775923728943,0.0010776000563055,0.095238097012043,5.747727394104004,0.0,57200.0
587.0,0.0006706999847665,0.4587525129318237,0.6592844724655151,0.0017036000499501,0.0714285969734191,6.036175727844238,0.5,27700.0
3926.0,0.0078784003853797,0.3119221925735473,0.5101885199546814,0.0081508001312613,0.1278194934129715,6.553337097167969,0.2058824002742767,40500.0
231.0,0.0032361999619752,0.4822005927562713,0.7835497856140137,0.164502203464508,0.1538462042808532,6.075268745422363,0.25,28600.0
1957.0,0.0089525999501347,0.4364368915557861,0.5881450772285461,0.0020439000800251,0.1899999976158142,5.284467697143555,0.3157894909381866,147800.0
109.0,0.0,0.4918032884597778,0.6605504751205444,0.0,0.1875,5.538461685180664,0.3333333134651184,32500.0
1578.0,0.0103393997997045,0.5625982880592346,0.7712293863296509,0.0044359997846186,0.5064935088157654,5.890190124511719,0.4358974099159241,79400.0
64.0,0.0078739998862147,0.5354331135749817,0.59375,0.0,0.2727273106575012,5.545454502105713,1.0,14999.0
1995.0,0.0183502994477748,0.3098165094852447,0.5218045115470886,0.009022600017488,0.1126760989427566,6.511904716491699,0.5,30500.0
152.0,0.0,0.4605911076068878,0.75,0.026315800845623,0.3333333134651184,6.039682388305664,0.0,31300.0
812.0,0.0036814999766647,0.4638747870922088,0.7758620977401733,0.0,0.0816327035427093,5.523277282714844,0.6666666865348816,32900.0
632.0,0.0077987001277506,0.3154909908771515,0.7610759139060974,0.212025299668312,0.1276596039533615,6.330275058746338,0.6666666865348816,53100.0
78.0,0.0,0.4331550896167755,0.6410256028175354,0.0,0.307692289352417,6.048387050628662,0.75,14999.0
1259.0,0.0165602006018161,0.4310385882854461,0.7069101929664612,0.0079428004100918,0.2264150977134704,7.537997722625732,0.3333333134651184,122000.0
82381.0,0.113587699830532,0.5263130068778992,0.6502227187156677,0.2622691988945007,0.1293455064296722,5.858729362487793,0.395736813545227,91800.0
103.0,0.0,0.4372093081474304,0.4951455891132355,0.0,0.0740740969777107,4.816092014312744,1.0,14999.0
88.0,0.0,0.5103734135627747,0.7954545021057129,0.0,0.1428571045398712,5.935064792633057,1.0,14999.0
3845.0,0.0031423000618815,0.4594213962554931,0.6447334289550781,0.0364109016954898,0.1506848931312561,6.350225925445557,0.6909090876579285,26800.0
119.0,0.0035971000324934,0.4712229967117309,0.6890755891799927,0.0,0.1071429029107093,5.808080673217773,1.0,21000.0
1028.0,0.0011516000377014,0.4429942071437835,0.7227625846862793,0.0,0.2162162065505981,6.401785850524902,0.625,41900.0
317.0,0.0,0.4820240139961242,0.7129337787628174,0.0,0.1020407974720001,5.789473533630371,1.0,19200.0
2801.0,0.0074896998703479,0.5149794816970825,0.7950732111930847,0.0035701999440789,0.5486111044883728,5.481260776519775,0.1518986970186233,67400.0
1024.0,0.0004695999959949,0.372153103351593,0.8818358778953552,0.9853516221046448,0.3606556951999664,5.83295202255249,0.5,30500.0
841.0,0.005386000033468,0.5323160290718079,0.731272280216217,0.0023781000636518,0.5,5.129128932952881,0.688524603843689,39400.0
455.0,0.0148849999532103,0.5270636081695557,0.7802197933197021,0.5274724960327148,0.4285714030265808,6.8984375,0.0,136400.0
10667.0,0.0242059007287025,0.6103435754776001,0.5966063737869263,0.0325301997363567,0.1458853036165237,6.155027866363525,0.4358974099159241,68700.0
941.0,0.0063358000479638,0.4780887067317962,0.8140276074409485,0.0042507997713983,0.1969697028398513,6.286079406738281,0.4615384936332702,110400.0
600.0,0.0028329000342637,0.5444759130477905,0.8716667294502258,0.0033332998864352,0.1176470965147018,6.214022159576416,0.0,51500.0
1675.0,0.1243764013051986,0.5140203237533569,0.8776118755340576,0.1367163956165313,0.310344785451889,5.6940765380859375,0.8148148059844971,38600.0
39.0,0.0,0.4941175878047943,0.6410256028175354,0.0,0.0,5.823529243469238,0.0,14999.0
666.0,0.0029585999436676,0.4846153855323791,0.6636636853218079,0.0,0.1166666969656944,7.102756977081299,0.5714285969734192,27600.0
45.0,0.0,0.3481481075286865,0.7777777910232544,0.0,0.0476190000772476,6.153846263885498,1.0,27500.0
673.0,0.0028232999611645,0.4771316051483154,0.7518573999404907,0.0,0.203125,5.659137725830078,0.7692307829856873,30100.0
393.0,0.0,0.5139442086219788,0.7455471158027649,0.1501272022724151,0.0576923005282878,5.715517044067383,0.5,53300.0
582.0,0.000696400005836,0.4874652028083801,0.6649485230445862,0.0068728998303413,0.139534905552864,6.790190696716309,0.6666666865348816,56500.0
537.0,0.0037879000883549,0.4861111044883728,0.8156424760818481,0.0,0.4166666865348816,6.067245006561279,0.0,49900.0
166.0,0.0,0.5411764979362488,0.7891566157341003,0.0,0.5,6.482014179229736,0.0,45200.0
11788.0,0.0063105998560786,0.5710775256156921,0.6886664032936096,0.0743976980447769,0.2732824087142944,6.826681137084961,0.3240222930908203,75700.0
1346.0,0.014521500095725,0.5232123136520386,0.8989598751068115,0.110698401927948,0.0740740969777107,7.654268741607666,0.0,75500.0
38.0,0.0,0.3883495032787323,0.6578946709632874,0.0,0.4285714030265808,5.794117450714111,0.6666666865348816,14999.0
159.0,0.0,0.4460783898830414,0.7169811129570007,0.0062893000431358,0.6666666865348816,5.453845977783203,1.0,32700.0
545.0,0.0015962000470608,0.5027933120727539,0.6899083256721497,0.0,0.125,6.004587173461914,0.6666666865348816,37800.0
740.0,0.004206100013107,0.4863302111625671,0.7040541172027588,0.0,0.1142857000231742,6.712473392486572,0.375,65000.0
11.0,0.0,0.5600000023841858,0.4545454978942871,0.0,0.2000000029802322,6.444444179534912,1.0,14999.0
356.0,0.0,0.4682002961635589,0.58146071434021,0.0,0.0933332964777946,5.802371501922607,0.4285714030265808,14999.0
135.0,0.0,0.4857954978942871,0.7555556297302246,0.0074073998257517,0.2000000029802322,5.697916507720947,0.5,16600.0
579.0,0.0007194000063464,0.4726619124412536,0.6839377880096436,0.0103626996278762,0.1967213004827499,5.196388244628906,0.75,20900.0
1682.0,0.0030310000292956,0.4751690030097961,0.7027348279953003,0.0,0.2916666865348816,6.267181396484375,0.4761905074119568,35000.0
435.0,0.0008612999808974,0.4797587990760803,0.7724137902259827,0.0022988999262452,0.1153846010565757,6.190340995788574,1.0,29800.0
705.0,0.0024510000366717,0.419730395078659,0.6184396743774414,0.0,0.1525423973798751,6.119999885559082,0.6666666865348816,18100.0
468.0,0.0,0.5367702841758728,0.8034188151359558,0.0021367999725043,0.2857142984867096,6.314285755157471,0.25,43300.0
741.0,0.0068994998000562,0.4601120948791504,0.7705802917480469,0.017543900758028,0.2727273106575012,5.115452766418457,0.4285714030265808,72900.0
78453.0,0.0238214991986751,0.5055360794067383,0.6240679025650024,0.0641912966966629,0.1633581072092056,5.968803882598877,0.4506328999996185,36700.0
18.0,0.0140845002606511,0.3239437043666839,0.8333333134651184,0.0,0.3333333134651184,4.375,1.0,67500.0
8528.0,0.0292022004723548,0.5419402718544006,0.7113038897514343,0.1213648989796638,0.1404110044240951,6.349681377410889,0.3902438879013061,50900.0
200.0,0.0,0.4704917967319488,0.7599999904632568,0.0,0.0,6.7839508056640625,0.0,42800.0
989.0,0.0,0.449275404214859,0.677452027797699,0.0,0.0825688019394874,5.76323127746582,0.8518518805503845,23000.0
432.0,0.0021097001153975,0.4831224083900451,0.6481481194496155,0.0,0.0274914000183343,5.9613261222839355,0.9375,65200.0
65.0,0.0,0.4102563858032226,0.8769230842590332,0.0,0.0833332985639572,4.5714287757873535,1.0,17100.0
3249.0,0.0128554003313183,0.4429337084293365,0.795937180519104,0.0070790997706353,0.1481481045484542,4.629464149475098,0.4166666865348816,115700.0
10482.0,0.018843300640583,0.5038049221038818,0.7308719754219055,0.0601029992103576,0.1045576035976409,5.874868869781494,0.4871794879436493,43900.0
242.0,0.0013680000556632,0.4952119886875152,0.8512396812438965,0.0,0.375,5.807291507720947,0.4444443881511688,52500.0
895.0,0.0117690004408359,0.5001838803291321,0.7608938813209534,0.3340781927108764,0.0557940006256103,5.272069454193115,0.8461537957191467,35400.0
820.0,0.0028617999050766,0.5143091082572937,0.8390244245529175,0.0,0.1428571045398712,6.128698348999023,0.0,49900.0
1502.0,0.0128007000312209,0.5466784238815308,0.8268975019454956,0.0446071997284889,0.4123710989952087,5.844501495361328,0.5249999761581421,58500.0
325.0,0.0,0.4864864945411682,0.7384614944458008,0.0030769000295549,0.2121212035417556,5.599999904632568,1.0,16100.0
602.0,0.0,0.5009992718696594,0.6960132718086243,0.0016610999591648,0.1842104941606521,4.895833492279053,0.6428570747375488,14999.0
15.0,0.0,0.6511628031730652,0.9333332777023317,0.0,0.0,6.92307710647583,0.0,40600.0
557.0,0.0,0.4603992104530334,0.7414721846580505,0.0,0.1190475970506668,5.5871124267578125,0.6000000238418579,33900.0
2040.0,0.0123618999496102,0.3116781115531921,0.667647123336792,0.0009804000146687,0.2062937021255493,5.439147472381592,0.5762711763381958,176600.0
132.0,0.0,0.4555256068706512,0.6515151858329773,0.0,0.0,4.875,0.0,21900.0
440.0,0.0033784001134335,0.4189189076423645,0.675000011920929,0.1045454964041709,0.2894737124443054,5.294326305389404,0.5,24100.0
91.0,0.0,0.514285683631897,0.6043956279754639,0.0,0.0769231021404266,6.21999979019165,0.0,26400.0
2623.0,0.0076502999290823,0.5042935013771057,0.6706061959266663,0.3030880987644195,0.1459853947162628,5.948589324951172,0.699999988079071,47600.0
341.0,0.0009634000016376,0.4450866878032684,0.7448679804801941,0.0029325999785214,0.0769231021404266,6.047244071960449,0.25,35500.0
5764.0,0.0062804999761283,0.5753324031829834,0.7526023983955383,0.1641221046447754,0.2985782027244568,6.333421230316162,0.5873016119003296,64200.0
23.0,0.0,0.450980395078659,0.52173912525177,0.0,0.0,6.866666793823242,0.0,14999.0
693.0,0.0038461999502032,0.5249999761581421,0.8152958154678345,0.0028860000893473,0.4444443881511688,7.005281925201416,0.5,67100.0
275.0,0.0072046001441776,0.440922200679779,0.6581817865371704,0.0,0.25,7.381720542907715,0.2000000029802322,23200.0
54.0,0.006944399792701,0.5138888955116272,0.7222222089767456,0.0,0.0,5.384615421295166,0.0,39400.0
612.0,0.0049669002182781,0.5320088267326355,0.8333333134651184,0.0196077991276979,0.0318181999027729,5.733583450317383,0.1428571045398712,104700.0
46.0,0.0074073998257517,0.5407407283782959,0.782608687877655,0.0217390991747379,0.0,5.823529243469238,0.0,40000.0
1676.0,0.0012234000023454,0.4739418029785156,0.64737468957901,0.0035800000187009,0.0948904976248741,5.941011428833008,0.3846153914928436,34600.0
196.0,0.0,0.4352678954601288,0.6326531171798706,0.0,0.1666667014360427,6.150326728820801,1.0,14999.0
233.0,0.0,0.4440559148788452,0.6738197207450867,0.0,0.0399999991059303,6.664865016937256,1.0,21500.0
128.0,0.0237287990748882,0.5559322237968445,0.6796875,0.0,0.0399999991059303,5.094736576080322,1.0,23300.0
84.0,0.0,0.6228570938110352,0.6666666865348816,0.0,0.0507041998207569,5.833333492279053,0.1111110970377922,128500.0
489.0,0.0053714998066425,0.5022380948066711,0.593047022819519,0.087934598326683,0.4473684132099151,7.391489505767822,0.3529411852359772,91800.0
263.0,0.0,0.4736841917037964,0.7186312079429626,0.3726235926151275,0.1315789073705673,5.1780104637146,0.800000011920929,22000.0
3109.0,0.0946379005908966,0.5796573162078857,0.7870697975158691,0.1688645929098129,0.5257732272148132,6.271764755249023,0.1372548937797546,181900.0
166.0,0.0,0.5282050967216492,0.7108433842658997,0.1084337010979652,0.3333333134651184,5.8125,1.0,32700.0
77.0,0.0,0.3041957914829254,0.8311687707901001,0.9090908765792848,0.0,5.384615421295166,0.0,17500.0
239.0,0.0052632000297307,0.4473684132099151,0.8075314164161682,0.0,0.2222221940755844,6.563380241394043,0.5,60800.0
1311.0,0.0262381993234157,0.5840212106704712,0.8054919838905334,0.0007627999875694,0.4411765038967132,7.291118621826172,0.2666667103767395,107400.0
109.0,0.0,0.4342629015445709,0.5963302850723267,0.0,0.2142857015132904,5.903225898742676,0.6666666865348816,14999.0
7028.0,0.0027135999407619,0.4963817894458771,0.7319294214248657,0.1734490990638733,0.1663921028375625,6.17234992980957,0.4158416092395782,46200.0
133.0,0.0119403004646301,0.3671641945838928,0.6917293071746826,0.0,0.0238095000386238,5.388888835906982,0.0,16200.0
635.0,0.0027662999927997,0.4073306024074554,0.6204723715782166,0.003149600001052,0.1428571045398712,5.465000152587891,0.8999999761581421,24000.0
2641.0,0.0035935000050812,0.4328015148639679,0.684210479259491,0.2226428985595703,0.1423947960138321,5.6291351318359375,0.5681818127632141,20500.0
662.0,0.0,0.4479118883609772,0.8051360249519348,0.0981872975826263,0.0399999991059303,5.094091892242432,0.0,32600.0
38.0,0.0,0.4712643921375274,0.6578946709632874,0.0,0.1428571045398712,6.470588207244873,1.0,14999.0
1254.0,0.0040938998572528,0.5008187890052795,0.8309410214424133,0.0454544983804225,0.1320755034685135,5.41819953918457,0.5,33200.0
91.0,0.0,0.433789998292923,0.6373625993728638,0.0,0.25,5.810126781463623,1.0,27000.0
95.0,0.0,0.5263158082962036,0.821052610874176,0.0,0.4000000059604645,5.430232524871826,0.0,22900.0
165.0,0.0,0.5053532719612122,0.7030302882194519,0.0,0.0,5.581632614135742,0.0,40000.0
757.0,0.0061500999145209,0.5473554730415344,0.6433289051055908,0.001321000047028,0.0630251988768577,5.988155841827393,0.1333332955837249,83300.0
218.0,0.0,0.4145199060440063,0.5458716154098511,0.0045872000046074,0.0344827994704246,5.037313461303711,0.0,18300.0
3091.0,0.0568955987691879,0.5884261727333069,0.8731802105903625,0.0067938999272882,0.6464645862579346,7.151412010192871,0.078125,209500.0
54.0,0.0,0.4551723897457123,0.8518518805503845,0.2592593133449554,0.1764705926179886,5.679245471954346,0.3333333134651184,18800.0
