U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
3,Morning,Wednesday,Spring,45-54,Female,North,6-10 purchases,Mobile,0.1,0.6998096789141327,1
3,Afternoon,Saturday,Summer,35-44,Female,East,10+ purchases,Tablet,0.9,0.737240617475978,1
3,Evening,Friday,Summer,35-44,Female,South,10+ purchases,Mobile,0.55,0.8022830550843041,1
2,Afternoon,Wednesday,Winter,55+,Male,South,1-5 purchases,Mobile,0.95,0.49358178314818396,0
4,Night,Sunday,Winter,35-44,Male,East,No purchases,Mobile,0.3,0.473347416023175,0
4,Morning,Wednesday,Fall,25-34,Male,North,No purchases,Mobile,0.45,0.4643618317288492,0
4,Night,Wednesday,Fall,18-24,Female,West,No purchases,Desktop,0.6,0.46775834530298177,1
4,Afternoon,Tuesday,Winter,35-44,Male,East,No purchases,Desktop,0.9,0.4469619490343085,0
3,Evening,Monday,Spring,18-24,Female,East,No purchases,Desktop,0.35,0.637876785345113,1
2,Morning,Wednesday,Fall,55+,Male,East,6-10 purchases,Desktop,0.45,0.4533403713326994,1
2,Evening,Monday,Spring,35-44,Female,West,1-5 purchases,Desktop,0.7,0.573031044711866,1
3,Night,Thursday,Winter,35-44,Female,East,1-5 purchases,Tablet,0.3,0.49225048246708236,1
2,Evening,Sunday,Summer,25-34,Male,East,1-5 purchases,Tablet,0.6,0.585652852482924,1
3,Morning,Thursday,Fall,25-34,Female,East,1-5 purchases,Tablet,0.45,0.6056009870663107,1
4,Afternoon,Thursday,Summer,35-44,Male,South,No purchases,Mobile,0.7,0.5591987386211177,1
3,Afternoon,Tuesday,Winter,25-34,Male,South,10+ purchases,Desktop,0.1,0.6380076367510983,0
4,Morning,Tuesday,Winter,18-24,Male,South,1-5 purchases,Mobile,0.15,0.5332568171129133,0
4,Night,Tuesday,Spring,55+,Male,North,No purchases,Mobile,0.05,0.4183567235589336,1
1,Afternoon,Thursday,Fall,25-34,Female,North,No purchases,Desktop,0.2,0.5016192748670937,1
3,Afternoon,Friday,Summer,25-34,Male,North,No purchases,Desktop,0.65,0.6866223827878939,1
1,Afternoon,Tuesday,Spring,18-24,Male,East,6-10 purchases,Mobile,0.4,0.7165595463275674,1
3,Morning,Wednesday,Summer,45-54,Male,West,10+ purchases,Desktop,0.9,0.7889448480065948,1
3,Night,Thursday,Winter,35-44,Female,South,10+ purchases,Tablet,1.0,0.6637229762221193,1
1,Morning,Saturday,Summer,18-24,Female,West,10+ purchases,Mobile,0.35,0.743394548557226,0
1,Afternoon,Wednesday,Summer,25-34,Male,West,1-5 purchases,Mobile,0.35,0.5875033313294906,1
3,Evening,Tuesday,Winter,25-34,Male,South,10+ purchases,Mobile,0.85,0.7733258829770433,1
2,Afternoon,Saturday,Winter,35-44,Male,North,1-5 purchases,Desktop,0.2,0.4090569764882264,0
4,Afternoon,Thursday,Summer,25-34,Male,North,No purchases,Tablet,0.9,0.628076630167287,0
1,Evening,Saturday,Summer,45-54,Male,East,10+ purchases,Mobile,0.9,0.8278584618157488,1
4,Night,Tuesday,Fall,45-54,Female,North,No purchases,Tablet,0.7,0.38979108838771864,1
2,Night,Saturday,Spring,35-44,Male,South,1-5 purchases,Desktop,0.55,0.4794422597467432,0
2,Night,Tuesday,Summer,35-44,Female,South,1-5 purchases,Desktop,0.5,0.48502330691016743,0
2,Evening,Friday,Spring,25-34,Male,West,6-10 purchases,Desktop,0.6,0.6007984096465342,0
1,Afternoon,Tuesday,Summer,25-34,Male,East,6-10 purchases,Mobile,0.15,0.6531145385558904,1
2,Afternoon,Monday,Summer,55+,Female,South,1-5 purchases,Mobile,0.15,0.4666961342649321,0
1,Night,Friday,Fall,18-24,Male,South,10+ purchases,Mobile,0.3,0.6441051045899695,1
2,Afternoon,Thursday,Summer,45-54,Female,South,6-10 purchases,Mobile,0.55,0.5657610866441721,1
4,Afternoon,Thursday,Winter,18-24,Female,South,No purchases,Desktop,0.2,0.3861720404237244,0
4,Night,Friday,Winter,35-44,Male,West,No purchases,Tablet,1.0,0.4331544532918134,0
3,Morning,Wednesday,Spring,25-34,Female,West,6-10 purchases,Desktop,0.8,0.7193843408512639,1
4,Evening,Friday,Summer,25-34,Male,South,No purchases,Tablet,0.75,0.6013215776952168,0
3,Night,Monday,Summer,25-34,Female,West,6-10 purchases,Desktop,1.0,0.7258906396707435,1
4,Evening,Saturday,Summer,45-54,Female,South,No purchases,Desktop,0.45,0.5509597652280293,0
1,Afternoon,Friday,Summer,25-34,Male,East,No purchases,Mobile,0.25,0.5863957737989566,1
4,Evening,Thursday,Summer,25-34,Male,South,No purchases,Mobile,0.9,0.6577171660188748,1
3,Morning,Monday,Spring,25-34,Male,West,6-10 purchases,Desktop,0.25,0.6771870184181177,1
3,Evening,Tuesday,Summer,45-54,Female,North,10+ purchases,Desktop,1.0,0.7766905367929117,0
2,Evening,Wednesday,Fall,35-44,Male,East,No purchases,Desktop,0.9,0.5672500791221065,0
1,Night,Tuesday,Summer,25-34,Male,West,No purchases,Desktop,0.35,0.5893226223059548,1
4,Morning,Sunday,Spring,25-34,Male,North,1-5 purchases,Mobile,0.2,0.5359560109437466,1
2,Night,Sunday,Spring,18-24,Male,East,1-5 purchases,Mobile,0.25,0.4610059029351147,1
4,Evening,Thursday,Summer,25-34,Male,North,No purchases,Desktop,0.9,0.628775727869189,1
4,Evening,Tuesday,Fall,18-24,Male,South,1-5 purchases,Tablet,0.45,0.5514479000506818,1
2,Afternoon,Sunday,Summer,45-54,Male,North,No purchases,Mobile,0.8,0.5968039162641477,0
2,Afternoon,Saturday,Summer,35-44,Female,West,6-10 purchases,Mobile,0.8,0.6768846822147983,1
2,Evening,Monday,Winter,35-44,Male,North,1-5 purchases,Mobile,0.55,0.5140436319611756,0
2,Night,Thursday,Fall,25-34,Male,East,1-5 purchases,Mobile,0.75,0.5452083058856348,1
2,Afternoon,Friday,Fall,45-54,Male,South,1-5 purchases,Desktop,0.5,0.4581503515011024,1
4,Night,Monday,Summer,55+,Male,East,No purchases,Tablet,0.1,0.3735755206911254,1
2,Evening,Monday,Fall,18-24,Female,East,No purchases,Desktop,0.6,0.4875679828888022,1
1,Night,Thursday,Winter,18-24,Male,West,6-10 purchases,Mobile,0.95,0.6795308558711816,1
3,Morning,Monday,Summer,35-44,Male,North,6-10 purchases,Desktop,0.65,0.7192911609191108,0
2,Night,Monday,Winter,18-24,Female,South,No purchases,Desktop,0.3,0.35254303857900643,1
2,Night,Tuesday,Spring,18-24,Female,West,1-5 purchases,Mobile,0.05,0.4822915247013637,1
4,Night,Sunday,Spring,45-54,Female,West,No purchases,Desktop,0.2,0.41529742436796,1
2,Night,Saturday,Fall,45-54,Female,East,1-5 purchases,Desktop,0.75,0.4910993846271492,0
2,Afternoon,Thursday,Summer,18-24,Female,North,1-5 purchases,Mobile,0.7,0.5652402208899598,0
2,Evening,Thursday,Summer,35-44,Male,East,1-5 purchases,Mobile,0.55,0.6455729185671667,0
4,Afternoon,Friday,Fall,18-24,Male,West,No purchases,Mobile,0.55,0.5067875726830174,1
2,Afternoon,Thursday,Fall,18-24,Female,West,6-10 purchases,Desktop,0.05,0.46472433910983957,1
3,Afternoon,Monday,Spring,18-24,Male,North,6-10 purchases,Mobile,0.25,0.6870407997100427,0
4,Afternoon,Saturday,Summer,25-34,Male,West,No purchases,Tablet,0.3,0.5515911736392869,1
3,Evening,Monday,Spring,45-54,Male,East,6-10 purchases,Desktop,0.85,0.7810679439313016,1
4,Evening,Thursday,Winter,25-34,Female,South,No purchases,Tablet,0.45,0.5006065105241475,1
2,Morning,Sunday,Winter,18-24,Female,East,6-10 purchases,Tablet,0.8,0.5802031765205212,0
3,Evening,Monday,Winter,55+,Male,West,10+ purchases,Desktop,1.0,0.7253160186141964,0
4,Afternoon,Friday,Winter,18-24,Female,West,1-5 purchases,Mobile,0.5,0.5060736726199745,0
1,Morning,Monday,Summer,18-24,Male,West,10+ purchases,Mobile,0.15,0.7433285712780909,1
2,Evening,Sunday,Winter,18-24,Male,South,6-10 purchases,Desktop,0.4,0.5920135105997532,1
4,Afternoon,Friday,Fall,25-34,Female,North,1-5 purchases,Mobile,0.65,0.531857250351201,1
1,Evening,Sunday,Fall,25-34,Male,East,6-10 purchases,Desktop,0.65,0.6826293038997425,1
4,Morning,Friday,Summer,25-34,Male,North,No purchases,Mobile,0.25,0.5400578769458069,0
1,Evening,Tuesday,Fall,25-34,Female,West,6-10 purchases,Mobile,0.75,0.6783138437474321,1
2,Morning,Sunday,Fall,18-24,Female,West,No purchases,Desktop,0.75,0.5535946102173774,0
3,Morning,Friday,Fall,55+,Female,North,6-10 purchases,Mobile,0.55,0.6930292514933403,1
1,Afternoon,Friday,Summer,18-24,Female,West,10+ purchases,Mobile,0.75,0.7553906581318147,1
4,Night,Thursday,Fall,45-54,Male,South,No purchases,Mobile,0.3,0.4593520467018588,0
2,Morning,Tuesday,Spring,45-54,Female,North,No purchases,Mobile,0.15,0.39648423436598906,0
1,Morning,Thursday,Fall,18-24,Male,West,No purchases,Mobile,0.8,0.6373113088970273,1
4,Morning,Wednesday,Fall,35-44,Female,South,No purchases,Desktop,0.65,0.5204730817258304,0
4,Afternoon,Saturday,Fall,25-34,Male,East,No purchases,Desktop,0.95,0.5778887885430984,0
4,Afternoon,Monday,Summer,35-44,Female,North,No purchases,Mobile,0.25,0.46221624292647107,1
1,Afternoon,Thursday,Fall,18-24,Female,West,10+ purchases,Mobile,0.75,0.7225341126811947,0
1,Night,Saturday,Spring,18-24,Male,West,6-10 purchases,Mobile,0.95,0.7521781132497215,0
1,Morning,Monday,Summer,35-44,Female,West,No purchases,Desktop,0.05,0.5548380829718603,1
3,Afternoon,Tuesday,Summer,55+,Male,East,6-10 purchases,Tablet,0.4,0.6621292002632253,1
1,Night,Monday,Fall,18-24,Male,North,10+ purchases,Mobile,1.0,0.7086067198390402,0
1,Morning,Friday,Spring,18-24,Male,West,1-5 purchases,Mobile,0.25,0.6527310139939974,0
1,Evening,Wednesday,Spring,35-44,Male,West,1-5 purchases,Mobile,0.55,0.6920221172992955,0
3,Afternoon,Sunday,Fall,25-34,Male,East,6-10 purchases,Desktop,0.65,0.719607277360589,1
1,Night,Friday,Fall,18-24,Male,South,10+ purchases,Mobile,0.8,0.7071249719165754,1
4,Night,Thursday,Spring,25-34,Male,East,No purchases,Tablet,0.25,0.41722406676944,1
1,Afternoon,Sunday,Spring,18-24,Female,North,6-10 purchases,Tablet,0.7,0.646178413507758,1
4,Morning,Tuesday,Spring,18-24,Female,South,1-5 purchases,Desktop,0.9,0.6185391733471716,1
4,Afternoon,Thursday,Winter,25-34,Male,South,No purchases,Mobile,1.0,0.5541089169696316,0
4,Night,Thursday,Fall,18-24,Male,West,No purchases,Mobile,0.65,0.5340303989562333,1
3,Afternoon,Monday,Winter,45-54,Male,North,1-5 purchases,Tablet,0.95,0.6316028483521208,1
3,Night,Sunday,Fall,55+,Male,East,6-10 purchases,Desktop,0.75,0.6824132520779786,1
3,Night,Friday,Winter,45-54,Female,South,No purchases,Desktop,0.9,0.5407527843041516,0
1,Afternoon,Sunday,Summer,35-44,Male,West,10+ purchases,Mobile,0.9,0.7612115183641912,1
4,Night,Sunday,Fall,35-44,Female,West,1-5 purchases,Desktop,0.45,0.5117599190740123,0
3,Morning,Thursday,Fall,25-34,Female,North,10+ purchases,Tablet,0.5,0.6898646802410637,1
3,Evening,Saturday,Spring,35-44,Female,South,6-10 purchases,Desktop,0.4,0.7178242063353735,1
1,Afternoon,Friday,Spring,35-44,Female,West,1-5 purchases,Desktop,0.5,0.5921889909864964,1
3,Afternoon,Sunday,Spring,45-54,Male,North,6-10 purchases,Tablet,0.35,0.6673356462222891,1
1,Afternoon,Tuesday,Fall,25-34,Female,South,10+ purchases,Mobile,0.4,0.616324577606435,1
2,Evening,Monday,Summer,25-34,Female,North,6-10 purchases,Mobile,0.45,0.6387703636475911,1
3,Evening,Tuesday,Fall,45-54,Female,East,1-5 purchases,Mobile,0.35,0.6623563251959437,1
2,Evening,Monday,Winter,55+,Male,West,10+ purchases,Mobile,0.3,0.569525391358649,1
1,Night,Thursday,Winter,18-24,Female,West,10+ purchases,Mobile,0.8,0.66013683931643,0
4,Night,Monday,Winter,45-54,Male,West,1-5 purchases,Mobile,0.2,0.442249035785539,0
3,Evening,Tuesday,Fall,25-34,Male,South,10+ purchases,Desktop,0.55,0.7430462840505003,1
1,Afternoon,Monday,Summer,18-24,Male,West,6-10 purchases,Mobile,0.4,0.6885504980834374,1
4,Morning,Thursday,Summer,18-24,Female,West,No purchases,Mobile,0.75,0.6275884805314158,1
4,Morning,Tuesday,Summer,18-24,Male,East,1-5 purchases,Mobile,0.45,0.6449717363306239,1
2,Afternoon,Thursday,Summer,45-54,Male,East,1-5 purchases,Mobile,0.35,0.48252582451581694,0
1,Evening,Monday,Summer,18-24,Female,North,1-5 purchases,Mobile,0.65,0.7167981547717576,1
4,Evening,Thursday,Spring,55+,Male,West,No purchases,Desktop,0.4,0.5597930239937893,0
3,Night,Monday,Fall,45-54,Female,South,10+ purchases,Desktop,0.05,0.5854503337426464,0
3,Afternoon,Monday,Fall,35-44,Male,North,No purchases,Tablet,0.35,0.5651900401275661,1
2,Evening,Wednesday,Summer,25-34,Male,East,No purchases,Desktop,0.3,0.5015667977042173,1
4,Night,Sunday,Spring,18-24,Female,West,No purchases,Mobile,0.9,0.58162146645168,1
1,Afternoon,Saturday,Spring,35-44,Male,North,No purchases,Mobile,0.65,0.5883386003825615,0
3,Afternoon,Sunday,Fall,35-44,Female,North,6-10 purchases,Desktop,0.6,0.6498229048367277,1
4,Night,Thursday,Spring,25-34,Female,North,No purchases,Desktop,0.8,0.49343298601542424,1
4,Evening,Wednesday,Fall,18-24,Male,East,No purchases,Mobile,0.5,0.5582173934788166,0
2,Night,Sunday,Winter,25-34,Female,East,1-5 purchases,Desktop,0.75,0.4774731773357223,0
3,Night,Wednesday,Fall,25-34,Female,South,10+ purchases,Desktop,0.4,0.6355828340240098,0
3,Evening,Monday,Fall,35-44,Female,West,10+ purchases,Desktop,0.65,0.7277198820692747,1
1,Morning,Saturday,Summer,25-34,Male,South,1-5 purchases,Mobile,0.5,0.7198419309856227,1
3,Night,Tuesday,Fall,25-34,Female,South,10+ purchases,Desktop,0.7,0.6537514970284685,1
1,Night,Saturday,Fall,25-34,Male,North,1-5 purchases,Mobile,0.7,0.6825181650782027,1
3,Morning,Monday,Winter,45-54,Female,West,6-10 purchases,Mobile,0.6,0.642422884210666,0
2,Evening,Monday,Fall,25-34,Female,East,1-5 purchases,Desktop,0.35,0.4912174211219206,1
3,Afternoon,Thursday,Fall,18-24,Female,East,6-10 purchases,Desktop,0.5,0.6685437234201486,1
1,Night,Monday,Fall,18-24,Female,North,6-10 purchases,Mobile,0.95,0.6889402924201867,1
1,Afternoon,Sunday,Summer,25-34,Female,East,6-10 purchases,Desktop,0.8,0.7170500207272876,1
2,Afternoon,Saturday,Summer,18-24,Male,North,10+ purchases,Mobile,0.3,0.6192074669285337,1
3,Evening,Wednesday,Summer,45-54,Female,North,6-10 purchases,Mobile,0.55,0.7456304658999227,1
3,Evening,Friday,Summer,35-44,Male,North,10+ purchases,Tablet,0.8,0.7994101638177891,1
2,Night,Saturday,Spring,25-34,Male,North,1-5 purchases,Tablet,0.95,0.5697045108419507,1
3,Night,Saturday,Fall,25-34,Male,West,10+ purchases,Mobile,0.4,0.7065229117557807,1
3,Morning,Wednesday,Winter,45-54,Male,South,10+ purchases,Tablet,0.4,0.6346104791773817,1
1,Afternoon,Sunday,Winter,25-34,Female,South,10+ purchases,Mobile,0.2,0.6334052743291265,0
3,Morning,Sunday,Fall,55+,Female,North,10+ purchases,Tablet,0.85,0.7207650741384994,1
3,Afternoon,Tuesday,Spring,45-54,Male,West,10+ purchases,Mobile,1.0,0.7521632912409081,1
2,Evening,Sunday,Winter,55+,Male,North,1-5 purchases,Desktop,0.6,0.5265396102369199,0
2,Afternoon,Friday,Fall,35-44,Male,West,No purchases,Mobile,0.8,0.5440452576862614,0
4,Morning,Sunday,Summer,18-24,Female,West,No purchases,Tablet,0.2,0.5270643708460068,0
1,Morning,Wednesday,Winter,18-24,Male,South,6-10 purchases,Mobile,0.15,0.630514489308148,1
3,Morning,Friday,Summer,45-54,Female,West,6-10 purchases,Mobile,0.15,0.7015685034288349,1
3,Evening,Tuesday,Winter,45-54,Male,West,10+ purchases,Mobile,0.75,0.7285378683487075,1
4,Evening,Saturday,Spring,55+,Female,North,No purchases,Mobile,0.9,0.5759834613181881,1
3,Afternoon,Friday,Winter,55+,Female,West,6-10 purchases,Desktop,1.0,0.662566197375555,1
1,Morning,Thursday,Fall,35-44,Male,East,6-10 purchases,Mobile,0.25,0.6512445584609029,1
4,Night,Friday,Spring,25-34,Female,West,No purchases,Mobile,0.6,0.5200500829097806,1
1,Night,Thursday,Fall,18-24,Female,North,10+ purchases,Mobile,0.3,0.6272070445887704,1
4,Afternoon,Saturday,Fall,35-44,Male,West,No purchases,Desktop,0.95,0.5429214115252673,0
4,Afternoon,Sunday,Spring,18-24,Female,West,No purchases,Tablet,0.45,0.48134976323833684,1
2,Morning,Saturday,Fall,35-44,Male,South,No purchases,Desktop,0.6,0.5183033899679984,1
1,Morning,Wednesday,Summer,35-44,Male,East,10+ purchases,Tablet,0.5,0.7012402787982099,1
3,Night,Sunday,Fall,35-44,Female,East,6-10 purchases,Tablet,0.85,0.6236870960886604,1
3,Afternoon,Friday,Fall,35-44,Female,South,10+ purchases,Tablet,0.75,0.6639010683119997,1
1,Evening,Wednesday,Fall,25-34,Male,South,6-10 purchases,Mobile,0.55,0.6842505731793419,1
3,Night,Monday,Spring,45-54,Female,South,1-5 purchases,Mobile,1.0,0.6637315876172402,1
3,Evening,Sunday,Spring,55+,Male,North,6-10 purchases,Desktop,0.6,0.7017902912365581,0
1,Afternoon,Friday,Fall,18-24,Male,East,6-10 purchases,Mobile,0.35,0.6653219701335569,1
4,Afternoon,Tuesday,Spring,25-34,Female,South,No purchases,Mobile,0.4,0.5126294266998025,0
1,Morning,Thursday,Summer,25-34,Female,North,10+ purchases,Mobile,0.7,0.7304716758489459,1
4,Night,Wednesday,Fall,25-34,Female,South,No purchases,Mobile,0.75,0.5294169236029559,1
3,Morning,Sunday,Winter,45-54,Male,West,1-5 purchases,Tablet,1.0,0.622346809734483,0
3,Morning,Thursday,Spring,35-44,Female,South,10+ purchases,Mobile,1.0,0.7371993785973973,0
3,Morning,Thursday,Fall,25-34,Female,North,1-5 purchases,Tablet,0.8,0.6160805273923634,1
2,Morning,Saturday,Summer,55+,Male,West,1-5 purchases,Mobile,0.6,0.5890357479665569,0
4,Evening,Wednesday,Fall,35-44,Female,West,No purchases,Desktop,0.45,0.49522961151802747,0
2,Night,Tuesday,Spring,18-24,Male,North,10+ purchases,Tablet,0.55,0.5442343629346859,1
2,Night,Saturday,Fall,45-54,Female,South,No purchases,Mobile,0.35,0.42515292057335746,1
1,Evening,Sunday,Winter,18-24,Female,East,No purchases,Mobile,0.8,0.6601093037813823,1
2,Morning,Monday,Spring,18-24,Male,West,1-5 purchases,Tablet,0.1,0.4691940375016371,0
1,Afternoon,Sunday,Winter,25-34,Male,North,10+ purchases,Desktop,0.25,0.6258365285633124,1
1,Morning,Thursday,Summer,18-24,Male,South,6-10 purchases,Tablet,0.75,0.712765049524757,1
2,Morning,Wednesday,Winter,35-44,Female,North,No purchases,Mobile,0.4,0.42412744240075295,0
4,Evening,Monday,Winter,18-24,Female,East,No purchases,Tablet,1.0,0.5507972228178492,1
4,Night,Tuesday,Spring,18-24,Male,North,No purchases,Mobile,0.4,0.49272621490303387,1
4,Evening,Wednesday,Fall,25-34,Male,West,No purchases,Mobile,0.45,0.573937909788537,1
4,Night,Monday,Spring,18-24,Female,North,No purchases,Desktop,0.55,0.49250831012048824,1
4,Evening,Tuesday,Spring,35-44,Female,North,No purchases,Mobile,0.45,0.4841778051155458,0
2,Afternoon,Saturday,Fall,35-44,Male,North,10+ purchases,Mobile,0.55,0.6522711573955082,1
2,Night,Friday,Spring,45-54,Female,South,No purchases,Mobile,0.8,0.45601054814972075,0
3,Evening,Saturday,Summer,45-54,Female,West,10+ purchases,Desktop,0.65,0.7831040691753167,0
4,Afternoon,Tuesday,Fall,18-24,Male,West,No purchases,Mobile,0.3,0.5022408954414688,0
2,Afternoon,Monday,Summer,35-44,Male,West,1-5 purchases,Mobile,0.35,0.5714025492720295,0
3,Morning,Thursday,Fall,55+,Male,South,6-10 purchases,Mobile,0.9,0.6915350004882683,1
4,Night,Wednesday,Winter,25-34,Male,South,No purchases,Desktop,0.15,0.41092868321424936,0
1,Morning,Saturday,Winter,35-44,Male,South,1-5 purchases,Mobile,0.85,0.6879252685818448,0
3,Evening,Thursday,Fall,45-54,Female,North,6-10 purchases,Mobile,0.25,0.6997868047490072,1
2,Evening,Sunday,Summer,35-44,Male,West,1-5 purchases,Mobile,0.85,0.6527607082338535,1
1,Evening,Monday,Fall,25-34,Female,East,1-5 purchases,Mobile,1.0,0.6862183312903476,1
1,Morning,Wednesday,Summer,35-44,Female,East,10+ purchases,Desktop,1.0,0.7642993331877083,0
1,Morning,Wednesday,Spring,45-54,Male,East,10+ purchases,Desktop,0.95,0.7722598233817477,1
3,Evening,Monday,Fall,45-54,Male,West,10+ purchases,Mobile,0.85,0.7878438500875083,1
2,Afternoon,Friday,Spring,25-34,Male,South,No purchases,Desktop,0.6,0.5046509110329085,0
1,Morning,Monday,Fall,25-34,Female,East,10+ purchases,Mobile,0.7,0.6866756863575799,1
4,Night,Friday,Winter,18-24,Female,North,1-5 purchases,Tablet,0.55,0.4561475237661635,1
1,Night,Monday,Winter,25-34,Female,North,1-5 purchases,Mobile,0.05,0.5133076040691505,1
1,Evening,Sunday,Winter,18-24,Female,North,6-10 purchases,Mobile,0.85,0.7313144888459736,0
3,Evening,Monday,Spring,45-54,Male,South,10+ purchases,Mobile,0.7,0.7969153496457765,1
3,Morning,Thursday,Spring,55+,Female,West,10+ purchases,Mobile,0.55,0.7039274874963676,0
2,Night,Tuesday,Spring,35-44,Female,South,10+ purchases,Desktop,0.2,0.4801003761802753,1
4,Night,Monday,Fall,18-24,Male,West,No purchases,Tablet,0.9,0.5178739607876426,1
3,Evening,Saturday,Spring,55+,Male,North,10+ purchases,Desktop,0.95,0.8075784248784534,1
1,Evening,Saturday,Winter,35-44,Male,South,10+ purchases,Mobile,0.9,0.7321607760737644,1
2,Evening,Saturday,Spring,25-34,Male,South,1-5 purchases,Tablet,0.75,0.6256762577844159,1
1,Evening,Wednesday,Summer,18-24,Male,East,1-5 purchases,Mobile,0.55,0.6716884608892845,0
1,Afternoon,Sunday,Winter,45-54,Female,East,6-10 purchases,Mobile,1.0,0.6819187731376044,1
3,Evening,Wednesday,Winter,45-54,Female,East,6-10 purchases,Mobile,0.5,0.674070739153453,1
2,Afternoon,Tuesday,Summer,18-24,Female,South,1-5 purchases,Mobile,0.5,0.547049864281623,0
4,Afternoon,Sunday,Summer,18-24,Female,East,No purchases,Mobile,0.75,0.6081219107369,1
4,Afternoon,Sunday,Fall,35-44,Male,North,No purchases,Mobile,0.25,0.4953465297551854,1
3,Afternoon,Friday,Summer,25-34,Female,East,10+ purchases,Desktop,0.65,0.7512101510501443,1
3,Night,Tuesday,Summer,18-24,Male,West,6-10 purchases,Desktop,0.65,0.7308298869153677,1
2,Afternoon,Tuesday,Fall,18-24,Female,North,1-5 purchases,Tablet,0.25,0.4417727648349041,0
4,Evening,Thursday,Fall,55+,Female,South,1-5 purchases,Desktop,0.5,0.479870905002492,0
4,Morning,Saturday,Summer,18-24,Male,North,No purchases,Mobile,0.45,0.6299625482975264,1
