U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
3,Morning,Thursday,Fall,45-54,Female,North,No purchases,Desktop,0.55,0.5166490819221539,1
4,Morning,Saturday,Spring,18-24,Female,North,1-5 purchases,Desktop,0.9,0.7514803628631178,1
3,Morning,Friday,Summer,45-54,Male,North,10+ purchases,Tablet,0.15,0.6267446008366943,0
4,Afternoon,Sunday,Spring,35-44,Male,East,No purchases,Desktop,0.6,0.7020514663713588,1
3,Morning,Friday,Summer,45-54,Female,East,1-5 purchases,Mobile,0.75,0.7244288590965645,1
4,Afternoon,Sunday,Fall,25-34,Female,West,No purchases,Desktop,0.8,0.5985785653705125,1
4,Afternoon,Sunday,Spring,45-54,Male,East,No purchases,Desktop,0.9,0.7256151949787177,1
4,Night,Monday,Summer,45-54,Male,North,No purchases,Mobile,0.55,0.6864213602434889,1
3,Morning,Tuesday,Summer,45-54,Female,South,1-5 purchases,Mobile,0.35,0.6199574640884201,0
3,Afternoon,Sunday,Spring,25-34,Female,South,1-5 purchases,Tablet,0.35,0.6090697657463592,0
1,Evening,Saturday,Summer,25-34,Male,West,10+ purchases,Desktop,0.9,0.7518310454524917,1
3,Afternoon,Sunday,Winter,18-24,Female,West,10+ purchases,Desktop,0.3,0.640754007838637,0
3,Night,Tuesday,Summer,45-54,Female,East,6-10 purchases,Tablet,0.75,0.6342912887688097,1
2,Night,Saturday,Spring,18-24,Female,South,No purchases,Desktop,0.6,0.5389085520559067,1
4,Evening,Saturday,Summer,25-34,Male,North,1-5 purchases,Tablet,0.75,0.7946310612546429,0
4,Afternoon,Tuesday,Summer,35-44,Male,North,No purchases,Tablet,0.65,0.626326272803232,1
1,Morning,Saturday,Spring,18-24,Female,East,6-10 purchases,Mobile,0.65,0.7150742755446785,1
3,Evening,Tuesday,Winter,25-34,Female,East,10+ purchases,Mobile,0.25,0.7651067354977205,1
2,Evening,Wednesday,Spring,35-44,Male,East,No purchases,Tablet,0.3,0.4572472776518493,0
3,Night,Monday,Winter,18-24,Male,East,6-10 purchases,Mobile,0.3,0.7163423005032332,1
3,Evening,Monday,Summer,45-54,Female,North,6-10 purchases,Desktop,0.7,0.7295337673817801,1
2,Night,Sunday,Summer,55+,Male,East,No purchases,Mobile,0.35,0.5446881986455969,0
3,Afternoon,Thursday,Spring,55+,Male,East,10+ purchases,Desktop,0.2,0.6595037465543325,1
3,Morning,Monday,Spring,25-34,Male,East,10+ purchases,Mobile,0.7,0.8127368683259824,1
2,Morning,Tuesday,Spring,45-54,Male,North,No purchases,Desktop,0.6,0.47975182057500193,0
3,Morning,Thursday,Spring,45-54,Female,North,10+ purchases,Desktop,0.05,0.6270636113721602,1
2,Morning,Tuesday,Winter,18-24,Male,North,No purchases,Mobile,0.4,0.5670069744005071,0
2,Evening,Monday,Summer,55+,Male,East,6-10 purchases,Desktop,0.85,0.7325483141197314,1
2,Afternoon,Thursday,Fall,25-34,Male,South,1-5 purchases,Tablet,0.35,0.4592059066650557,1
3,Afternoon,Sunday,Winter,45-54,Male,East,6-10 purchases,Tablet,0.85,0.6607619916343812,0
4,Afternoon,Sunday,Spring,45-54,Male,East,No purchases,Mobile,0.2,0.6829576034838092,1
3,Morning,Tuesday,Fall,45-54,Male,West,6-10 purchases,Desktop,0.9,0.6080838857893485,0
1,Afternoon,Monday,Summer,25-34,Female,North,1-5 purchases,Tablet,0.35,0.5025754980969753,1
2,Evening,Monday,Summer,35-44,Male,East,1-5 purchases,Tablet,1.0,0.6899407580549132,1
4,Evening,Friday,Fall,18-24,Female,West,1-5 purchases,Mobile,0.25,0.7108507661514961,1
1,Night,Sunday,Fall,18-24,Male,West,10+ purchases,Mobile,0.65,0.6597012247011222,0
1,Afternoon,Tuesday,Spring,18-24,Male,South,1-5 purchases,Mobile,0.85,0.7023073149089828,1
4,Afternoon,Friday,Spring,35-44,Female,West,No purchases,Tablet,0.65,0.5543616335451942,0
1,Night,Monday,Fall,18-24,Male,North,10+ purchases,Mobile,0.3,0.6577422866499758,1
1,Morning,Monday,Winter,18-24,Male,West,1-5 purchases,Mobile,0.85,0.5652718144527934,0
2,Morning,Saturday,Spring,25-34,Male,South,6-10 purchases,Mobile,0.8,0.7145492453431024,1
3,Evening,Monday,Winter,25-34,Female,West,10+ purchases,Mobile,0.5,0.7389787755475902,1
4,Night,Sunday,Spring,25-34,Female,East,No purchases,Mobile,0.85,0.7476857092219826,1
1,Evening,Monday,Fall,55+,Male,South,6-10 purchases,Tablet,0.85,0.5572636576120613,1
4,Evening,Sunday,Spring,45-54,Male,North,No purchases,Tablet,0.7,0.6670261733874762,1
2,Evening,Thursday,Spring,35-44,Male,East,No purchases,Tablet,0.55,0.5080104219290132,0
1,Night,Wednesday,Summer,35-44,Female,East,10+ purchases,Mobile,0.35,0.6149139485340337,0
4,Afternoon,Thursday,Spring,45-54,Female,East,No purchases,Tablet,0.8,0.548326771078009,0
3,Morning,Wednesday,Summer,25-34,Female,West,10+ purchases,Tablet,0.7,0.6047082878055045,1
2,Night,Wednesday,Fall,25-34,Male,East,6-10 purchases,Desktop,0.75,0.6367954313554754,1
2,Night,Friday,Summer,25-34,Female,East,No purchases,Mobile,0.15,0.4742714555384062,1
1,Night,Tuesday,Summer,18-24,Female,North,No purchases,Mobile,0.35,0.5103988985162706,0
3,Night,Saturday,Fall,45-54,Male,West,1-5 purchases,Desktop,1.0,0.6076363259283514,1
1,Night,Monday,Winter,18-24,Female,South,10+ purchases,Mobile,0.5,0.6182529726431024,1
4,Morning,Wednesday,Fall,35-44,Female,West,No purchases,Mobile,0.1,0.4956216329078099,1
3,Night,Tuesday,Winter,45-54,Male,East,1-5 purchases,Desktop,0.15,0.5606096953176541,1
4,Afternoon,Wednesday,Spring,45-54,Female,West,No purchases,Mobile,0.9,0.6432851545729874,1
4,Night,Sunday,Spring,18-24,Male,West,No purchases,Mobile,0.4,0.6434161222699567,1
4,Afternoon,Friday,Winter,35-44,Male,West,No purchases,Desktop,0.3,0.541433447033843,0
4,Afternoon,Tuesday,Winter,25-34,Female,West,No purchases,Desktop,0.95,0.6187523111943622,0
2,Morning,Wednesday,Winter,25-34,Female,South,No purchases,Mobile,0.6,0.5251793513201217,0
1,Morning,Sunday,Winter,18-24,Female,South,6-10 purchases,Mobile,0.7,0.6944214714338914,0
1,Evening,Monday,Summer,55+,Female,South,10+ purchases,Desktop,0.9,0.6654028547888413,1
1,Morning,Monday,Fall,45-54,Male,South,6-10 purchases,Mobile,0.3,0.5768752008250716,1
3,Evening,Friday,Winter,18-24,Male,North,1-5 purchases,Desktop,0.65,0.714034523466081,0
1,Evening,Friday,Winter,25-34,Male,South,10+ purchases,Desktop,0.85,0.6925359855179476,0
2,Evening,Sunday,Fall,35-44,Male,West,1-5 purchases,Mobile,0.7,0.6539093004268978,1
3,Evening,Monday,Fall,45-54,Female,North,6-10 purchases,Tablet,0.8,0.7117089143787063,1
2,Night,Monday,Winter,18-24,Male,East,1-5 purchases,Mobile,0.95,0.7067807146189706,0
3,Night,Thursday,Fall,35-44,Female,South,6-10 purchases,Desktop,0.6,0.6295643558008507,0
3,Afternoon,Tuesday,Fall,25-34,Male,East,10+ purchases,Mobile,0.15,0.7284437715805218,1
3,Morning,Sunday,Winter,25-34,Male,East,1-5 purchases,Mobile,0.95,0.7624962519572517,1
2,Evening,Sunday,Fall,25-34,Female,North,1-5 purchases,Desktop,0.65,0.6303398204676507,1
3,Night,Friday,Spring,45-54,Female,South,6-10 purchases,Desktop,0.3,0.5370453509001332,1
3,Evening,Monday,Spring,35-44,Female,West,1-5 purchases,Mobile,0.75,0.701233997090348,1
1,Night,Sunday,Summer,18-24,Male,West,1-5 purchases,Desktop,0.75,0.599673381762733,1
2,Afternoon,Thursday,Spring,18-24,Male,South,1-5 purchases,Mobile,0.75,0.6829560161429596,1
3,Evening,Tuesday,Fall,45-54,Male,East,6-10 purchases,Desktop,0.9,0.734972575745808,1
2,Evening,Friday,Summer,25-34,Female,West,No purchases,Tablet,0.6,0.45683498774720094,0
4,Morning,Saturday,Winter,45-54,Female,South,No purchases,Tablet,1.0,0.6014461712299002,1
4,Morning,Thursday,Summer,25-34,Male,East,No purchases,Mobile,0.15,0.6558695926826146,1
2,Night,Tuesday,Summer,55+,Female,West,6-10 purchases,Desktop,0.75,0.4852033622925071,0
4,Afternoon,Wednesday,Spring,18-24,Female,West,No purchases,Mobile,0.8,0.7177501789522877,1
3,Evening,Sunday,Spring,25-34,Female,West,10+ purchases,Mobile,0.6,0.7832100012745844,1
1,Evening,Thursday,Spring,18-24,Male,South,No purchases,Mobile,0.9,0.6940171518370041,0
4,Morning,Sunday,Fall,35-44,Male,South,No purchases,Desktop,0.7,0.6285935542552216,0
2,Morning,Thursday,Fall,45-54,Male,North,No purchases,Mobile,0.05,0.4770831415465314,1
4,Morning,Thursday,Winter,45-54,Male,East,No purchases,Mobile,0.5,0.6342028462023724,1
3,Afternoon,Tuesday,Summer,18-24,Female,South,10+ purchases,Desktop,0.2,0.7133755658974532,0
3,Afternoon,Friday,Spring,55+,Female,West,6-10 purchases,Desktop,0.7,0.5926030929618199,0
4,Night,Friday,Spring,18-24,Male,East,No purchases,Desktop,0.55,0.691023964264837,1
2,Afternoon,Friday,Summer,18-24,Male,East,No purchases,Desktop,0.45,0.5949499882346136,0
1,Night,Tuesday,Winter,18-24,Male,North,1-5 purchases,Mobile,0.35,0.5321017010793727,0
